chr	pos_c	b1	b2	b3	b4	b5	b6	b7	b8	sporeaffect
1	29713	1	1	1	1	0	0	0	0	0
1	29752	1	1	1	1	0	0	0	0	0
1	29766	1	1	1	1	0	0	0	0	0
1	29778	1	1	1	1	0	0	0	0	0
1	29782	1	1	1	1	0	0	0	0	0
1	29787	1	1	1	1	0	0	0	0	0
1	29791	1	1	1	1	0	0	0	0	0
1	29845	1	1	1	1	0	0	0	0	0
1	29849	1	1	1	1	0	0	0	0	0
1	29870	1	1	1	1	0	0	0	0	0
1	29875	1	1	1	1	0	0	0	0	0
1	29883	1	1	1	1	0	0	0	0	0
1	29885	1	1	1	1	0	0	0	0	0
1	29908	1	1	1	1	0	0	0	0	0
1	29911	1	1	1	1	0	0	0	0	0
1	29929	1	1	1	1	0	0	0	0	0
1	29931	1	1	1	1	0	0	0	0	0
1	29946	1	1	1	1	0	0	0	0	0
1	29986	1	1	1	1	0	0	0	0	0
1	29996	1	1	1	1	0	0	0	0	0
1	30004	1	1	1	1	0	0	0	0	0
1	30006	1	1	1	1	0	0	0	0	0
1	30051	1	1	1	1	0	0	0	0	0
1	30066	1	1	1	1	0	0	0	0	0
1	30071	1	1	1	1	0	0	0	0	0
1	30091	1	1	1	1	0	0	0	0	0
1	30153	1	1	1	1	0	0	0	0	0
1	30157	1	1	1	1	0	0	0	0	0
1	30204	1	1	1	1	0	0	0	0	0
1	30209	1	1	1	1	0	0	0	0	0
1	30220	1	1	1	1	0	0	0	0	0
1	30265	1	1	1	1	0	0	0	0	0
1	30268	1	1	1	1	0	0	0	0	0
1	30274	1	1	1	1	0	0	0	0	0
1	30275	1	1	1	1	0	0	0	0	0
1	30277	1	1	1	1	0	0	0	0	0
1	30282	1	1	1	1	0	0	0	0	0
1	30290	1	1	1	1	0	0	0	0	0
1	30296	1	1	1	1	0	0	0	0	0
1	30300	1	1	1	1	0	0	0	0	0
1	30307	1	1	1	1	0	0	0	0	0
1	30313	1	1	1	1	0	0	0	0	0
1	30315	1	1	1	1	0	0	0	0	0
1	30335	1	1	1	1	0	0	0	0	0
1	30351	1	1	1	1	0	0	0	0	0
1	30352	1	1	1	1	0	0	0	0	0
1	30356	1	1	1	1	0	0	0	0	0
1	30361	1	1	1	1	0	0	0	0	0
1	30371	1	1	1	1	0	0	0	0	0
1	30381	1	1	1	1	0	0	0	0	0
1	30413	1	1	1	1	0	0	0	0	0
1	30422	1	1	1	1	0	0	0	0	0
1	30427	1	1	1	1	0	0	0	0	0
1	30432	1	1	1	1	0	0	0	0	0
1	30434	1	1	1	1	0	0	0	0	0
1	30468	1	1	1	1	0	0	0	0	0
1	30478	1	1	1	1	0	0	0	0	0
1	30479	1	1	1	1	0	0	0	0	0
1	30493	1	1	1	1	0	0	0	0	0
1	30516	1	1	1	1	0	0	0	0	0
1	30522	1	1	1	1	0	0	0	0	0
1	30548	1	1	1	1	0	0	0	0	0
1	30551	1	1	1	1	0	0	0	0	0
1	30558	1	1	1	1	0	0	0	0	0
1	30583	1	1	1	1	0	0	0	0	0
1	30587	1	1	1	1	0	0	0	0	0
1	30601	1	1	1	1	0	0	0	0	0
1	30602	1	1	1	1	0	0	0	0	0
1	30613	1	1	1	1	0	0	0	0	0
1	30614	1	1	1	1	0	0	0	0	0
1	30624	1	1	1	1	0	0	0	0	0
1	30644	1	1	1	1	0	0	0	0	0
1	30662	1	1	1	1	0	0	0	0	0
1	30669	1	1	1	1	0	0	0	0	0
1	30670	1	1	1	1	0	0	0	0	0
1	30713	1	1	1	1	0	0	0	0	0
1	30747	1	1	1	1	0	0	0	0	0
1	30749	1	1	1	1	0	0	0	0	0
1	30755	1	1	1	1	0	0	0	0	0
1	30771	1	1	1	1	0	0	0	0	0
1	30782	1	1	1	1	0	0	0	0	0
1	30787	1	1	1	1	0	0	0	0	0
1	30817	1	1	1	1	0	0	0	0	0
1	30840	1	1	1	1	0	0	0	0	0
1	30852	1	1	1	1	0	0	0	0	0
1	30871	1	1	1	1	0	0	0	0	0
1	30961	1	1	1	1	0	0	0	0	0
1	30987	1	1	1	1	0	0	0	0	0
1	31018	1	1	1	1	0	0	0	0	0
1	31026	1	1	1	1	0	0	0	0	0
1	31058	1	1	1	1	0	0	0	0	0
1	31152	1	1	1	1	0	0	0	0	0
1	31154	1	1	1	1	0	0	0	0	0
1	31168	1	1	1	1	0	0	0	0	0
1	31176	1	1	1	1	0	0	0	0	0
1	31212	1	1	1	1	0	0	0	0	0
1	31250	1	1	1	1	0	0	0	0	0
1	31403	1	1	1	1	0	0	0	0	0
1	31635	1	1	1	1	0	0	0	0	0
1	31755	1	1	1	1	0	0	0	0	0
1	31821	1	1	1	1	0	0	0	0	0
1	31848	1	1	1	1	0	0	0	0	0
1	31975	1	1	1	1	0	0	0	0	0
1	31989	1	1	1	1	0	0	0	0	0
1	32145	1	1	1	1	0	0	0	0	0
1	32158	1	1	1	1	0	0	0	0	0
1	32271	1	1	1	1	0	0	0	0	0
1	32511	1	1	1	1	0	0	0	0	0
1	32652	1	1	1	1	0	0	0	0	0
1	32883	1	1	1	1	0	0	0	0	0
1	32986	1	1	1	1	0	0	0	0	0
1	32989	1	1	1	1	0	0	0	0	0
1	33040	1	1	1	1	0	0	0	0	0
1	33048	1	1	1	1	0	0	0	0	0
1	33070	1	1	1	1	0	0	0	0	0
1	33077	1	1	1	1	0	0	0	0	0
1	33147	1	1	1	1	0	0	0	0	0
1	33152	1	1	1	1	0	0	0	0	0
1	33200	1	1	1	1	0	0	0	0	0
1	33293	1	1	1	1	0	0	0	0	0
1	33328	1	1	1	1	0	0	0	0	0
1	33347	1	1	1	1	0	0	0	0	0
1	33348	1	1	1	1	0	0	0	0	0
1	33355	1	1	1	1	0	0	0	0	0
1	33358	1	1	1	1	0	0	0	0	0
1	33548	1	1	1	1	0	0	0	0	0
1	33612	1	1	1	1	0	0	0	0	0
1	33700	1	1	1	1	0	0	0	0	0
1	33789	1	1	1	1	0	0	0	0	0
1	33892	1	1	1	1	0	0	0	0	0
1	33996	1	1	1	1	0	0	0	0	0
1	34170	1	1	1	1	0	0	0	0	0
1	34308	1	1	1	1	0	0	0	0	0
1	34423	1	1	1	1	0	0	0	0	0
1	34497	1	1	1	1	0	0	0	0	0
1	34515	1	1	1	1	0	0	0	0	0
1	34554	1	1	1	1	0	0	0	0	0
1	34991	1	1	1	1	0	0	0	0	0
1	35059	1	1	1	1	0	0	0	0	0
1	35466	1	1	1	1	0	0	0	0	0
1	35508	1	1	1	1	0	0	0	0	0
1	35514	1	1	1	1	0	0	0	0	0
1	35565	1	1	1	1	0	0	0	0	0
1	35568	1	1	1	1	0	0	0	0	0
1	35631	1	1	1	1	0	0	0	0	0
1	35668	1	1	1	1	0	0	0	0	0
1	35736	1	1	1	1	0	0	0	0	0
1	35751	1	1	1	1	0	0	0	0	0
1	35796	1	1	1	1	0	0	0	0	0
1	35818	1	1	1	1	0	0	0	0	0
1	35970	1	1	1	1	0	0	0	0	0
1	36005	1	1	1	1	0	0	0	0	0
1	36048	1	1	1	1	0	0	0	0	0
1	36123	1	1	1	1	0	0	0	0	0
1	36160	1	1	1	1	0	0	0	0	034
1	36898	1	1	0	0	0	0	0	0	06
1	37019	1	1	0	0	0	1	0	0	0
1	37294	1	1	0	0	0	1	0	0	034
1	37369	1	1	1	1	0	1	0	0	0345
1	37460	1	1	0	0	1	1	0	0	0
1	37521	1	1	0	0	1	1	0	0	0
1	37553	1	1	0	0	1	1	0	0	05
1	37595	1	1	0	0	0	1	0	0	0
1	37682	1	1	0	0	0	1	0	0	0
1	37922	1	1	0	0	0	1	0	0	0
1	37976	1	1	0	0	0	1	0	0	0
1	38120	1	1	0	0	0	1	0	0	0
1	38361	1	1	0	0	0	1	0	0	0
1	38490	1	1	0	0	0	1	0	0	0
1	38504	1	1	0	0	0	1	0	0	0
1	38508	1	1	0	0	0	1	0	0	0
1	38524	1	1	0	0	0	1	0	0	0
1	38533	1	1	0	0	0	1	0	0	0
1	38657	1	1	0	0	0	1	0	0	0
1	38689	1	1	0	0	0	1	0	0	05
1	38888	1	1	0	0	1	1	0	0	0
1	38980	1	1	0	0	1	1	0	0	0
1	39009	1	1	0	0	1	1	0	0	0
1	39105	1	1	0	0	1	1	0	0	0
1	39123	1	1	0	0	1	1	0	0	0
1	39162	1	1	0	0	1	1	0	0	0
1	39907	1	1	0	0	1	1	0	0	0
1	40237	1	1	0	0	1	1	0	0	0
1	40380	1	1	0	0	1	1	0	0	0
1	40679	1	1	0	0	1	1	0	0	0
1	40860	1	1	0	0	1	1	0	0	0
1	40914	1	1	0	0	1	1	0	0	0
1	41278	1	1	0	0	1	1	0	0	0
1	41481	1	1	0	0	1	1	0	0	0
1	41587	1	1	0	0	1	1	0	0	0
1	41736	1	1	0	0	1	1	0	0	0
1	41739	1	1	0	0	1	1	0	0	0
1	41752	1	1	0	0	1	1	0	0	0
1	41802	1	1	0	0	1	1	0	0	0
1	41883	1	1	0	0	1	1	0	0	0
1	42115	1	1	0	0	1	1	0	0	0
1	42257	1	1	0	0	1	1	0	0	0
1	42484	1	1	0	0	1	1	0	0	0
1	42527	1	1	0	0	1	1	0	0	0
1	42554	1	1	0	0	1	1	0	0	0
1	42562	1	1	0	0	1	1	0	0	0
1	42590	1	1	0	0	1	1	0	0	0
1	42629	1	1	0	0	1	1	0	0	0
1	42635	1	1	0	0	1	1	0	0	0
1	42684	1	1	0	0	1	1	0	0	0
1	43004	1	1	0	0	1	1	0	0	0
1	43137	1	1	0	0	1	1	0	0	0
1	43478	1	1	0	0	1	1	0	0	0
1	43565	1	1	0	0	1	1	0	0	0
1	43691	1	1	0	0	1	1	0	0	0
1	43784	1	1	0	0	1	1	0	0	0
1	44150	1	1	0	0	1	1	0	0	0
1	44384	1	1	0	0	1	1	0	0	0
1	44588	1	1	0	0	1	1	0	0	0
1	44675	1	1	0	0	1	1	0	0	0
1	44686	1	1	0	0	1	1	0	0	0
1	44891	1	1	0	0	1	1	0	0	0
1	44935	1	1	0	0	1	1	0	0	0
1	45024	1	1	0	0	1	1	0	0	0
1	45030	1	1	0	0	1	1	0	0	0
1	45198	1	1	0	0	1	1	0	0	0
1	45831	1	1	0	0	1	1	0	0	0
1	46030	1	1	0	0	1	1	0	0	0
1	46375	1	1	0	0	1	1	0	0	0
1	46723	1	1	0	0	1	1	0	0	0
1	46837	1	1	0	0	1	1	0	0	0
1	46846	1	1	0	0	1	1	0	0	0
1	46894	1	1	0	0	1	1	0	0	0
1	46912	1	1	0	0	1	1	0	0	0
1	46966	1	1	0	0	1	1	0	0	0
1	47044	1	1	0	0	1	1	0	0	0
1	47206	1	1	0	0	1	1	0	0	0
1	47518	1	1	0	0	1	1	0	0	0
1	47660	1	1	0	0	1	1	0	0	0
1	47690	1	1	0	0	1	1	0	0	0
1	47896	1	1	0	0	1	1	0	0	0
1	48115	1	1	0	0	1	1	0	0	0
1	48591	1	1	0	0	1	1	0	0	0
1	48751	1	1	0	0	1	1	0	0	0
1	48815	1	1	0	0	1	1	0	0	0
1	48890	1	1	0	0	1	1	0	0	0
1	49103	1	1	0	0	1	1	0	0	0
1	49114	1	1	0	0	1	1	0	0	0
1	49247	1	1	0	0	1	1	0	0	0
1	49403	1	1	0	0	1	1	0	0	0
1	49505	1	1	0	0	1	1	0	0	0
1	49614	1	1	0	0	1	1	0	0	0
1	49871	1	1	0	0	1	1	0	0	0
1	50024	1	1	0	0	1	1	0	0	0
1	50204	1	1	0	0	1	1	0	0	0
1	50343	1	1	0	0	1	1	0	0	0
1	50354	1	1	0	0	1	1	0	0	0
1	50384	1	1	0	0	1	1	0	0	0
1	50432	1	1	0	0	1	1	0	0	0
1	50456	1	1	0	0	1	1	0	0	0
1	50498	1	1	0	0	1	1	0	0	0
1	50660	1	1	0	0	1	1	0	0	0
1	50663	1	1	0	0	1	1	0	0	0
1	50840	1	1	0	0	1	1	0	0	0
1	50945	1	1	0	0	1	1	0	0	0
1	51095	1	1	0	0	1	1	0	0	0
1	51287	1	1	0	0	1	1	0	0	0
1	51321	1	1	0	0	1	1	0	0	0
1	51371	1	1	0	0	1	1	0	0	0
1	51434	1	1	0	0	1	1	0	0	0
1	51522	1	1	0	0	1	1	0	0	0
1	51951	1	1	0	0	1	1	0	0	0
1	52164	1	1	0	0	1	1	0	0	0
1	52613	1	1	0	0	1	1	0	0	0
1	52622	1	1	0	0	1	1	0	0	0
1	52632	1	1	0	0	1	1	0	0	0
1	52846	1	1	0	0	1	1	0	0	0
1	52849	1	1	0	0	1	1	0	0	0
1	52858	1	1	0	0	1	1	0	0	0
1	52939	1	1	0	0	1	1	0	0	0
1	52951	1	1	0	0	1	1	0	0	0
1	52984	1	1	0	0	1	1	0	0	0
1	52996	1	1	0	0	1	1	0	0	0
1	53146	1	1	0	0	1	1	0	0	0
1	53167	1	1	0	0	1	1	0	0	0
1	53266	1	1	0	0	1	1	0	0	0
1	53542	1	1	0	0	1	1	0	0	0
1	53836	1	1	0	0	1	1	0	0	0
1	53843	1	1	0	0	1	1	0	0	0
1	53851	1	1	0	0	1	1	0	0	0
1	53935	1	1	0	0	1	1	0	0	0
1	54175	1	1	0	0	1	1	0	0	0
1	54198	1	1	0	0	1	1	0	0	0
1	54244	1	1	0	0	1	1	0	0	0
1	54319	1	1	0	0	1	1	0	0	0
1	54478	1	1	0	0	1	1	0	0	0
1	54481	1	1	0	0	1	1	0	0	0
1	54508	1	1	0	0	1	1	0	0	0
1	54661	1	1	0	0	1	1	0	0	0
1	54679	1	1	0	0	1	1	0	0	0
1	54742	1	1	0	0	1	1	0	0	0
1	54784	1	1	0	0	1	1	0	0	0
1	54806	1	1	0	0	1	1	0	0	0
1	55145	1	1	0	0	1	1	0	0	0
1	55171	1	1	0	0	1	1	0	0	0
1	55213	1	1	0	0	1	1	0	0	0
1	55256	1	1	0	0	1	1	0	0	0
1	55327	1	1	0	0	1	1	0	0	0
1	55508	1	1	0	0	1	1	0	0	0
1	55525	1	1	0	0	1	1	0	0	0
1	55688	1	1	0	0	1	1	0	0	0
1	55914	1	1	0	0	1	1	0	0	0
1	56007	1	1	0	0	1	1	0	0	0
1	56107	1	1	0	0	1	1	0	0	0
1	56129	1	1	0	0	1	1	0	0	0
1	56144	1	1	0	0	1	1	0	0	0
1	56195	1	1	0	0	1	1	0	0	0
1	56399	1	1	0	0	1	1	0	0	0
1	56786	1	1	0	0	1	1	0	0	0
1	57455	1	1	0	0	1	1	0	0	0
1	57739	1	1	0	0	1	1	0	0	0
1	59349	1	1	0	0	1	1	0	0	0
1	59659	1	1	0	0	1	1	0	0	0
1	60198	1	1	0	0	1	1	0	0	0
1	60267	1	1	0	0	1	1	0	0	0
1	60417	1	1	0	0	1	1	0	0	0
1	60445	1	1	0	0	1	1	0	0	0
1	60774	1	1	0	0	1	1	0	0	0
1	60915	1	1	0	0	1	1	0	0	0
1	61084	1	1	0	0	1	1	0	0	0
1	61164	1	1	0	0	1	1	0	0	0
1	61414	1	1	0	0	1	1	0	0	0
1	61451	1	1	0	0	1	1	0	0	0
1	61708	1	1	0	0	1	1	0	0	01278
1	61999	0	0	0	0	1	1	1	1	0
1	62308	0	0	0	0	1	1	1	1	0
1	62361	0	0	0	0	1	1	1	1	0
1	62648	0	0	0	0	1	1	1	1	0
1	62679	0	0	0	0	1	1	1	1	0
1	62754	0	0	0	0	1	1	1	1	0
1	62990	0	0	0	0	1	1	1	1	0
1	63992	0	0	0	0	1	1	1	1	0
1	64499	0	0	0	0	1	1	1	1	0
1	65494	0	0	0	0	1	1	1	1	0
1	65500	0	0	0	0	1	1	1	1	0
1	65761	0	0	0	0	1	1	1	1	0
1	65871	0	0	0	0	1	1	1	1	0
1	65892	0	0	0	0	1	1	1	1	0
1	65910	0	0	0	0	1	1	1	1	0
1	65991	0	0	0	0	1	1	1	1	0
1	66003	0	0	0	0	1	1	1	1	0
1	66032	0	0	0	0	1	1	1	1	0
1	66033	0	0	0	0	1	1	1	1	0
1	66148	0	0	0	0	1	1	1	1	0
1	66178	0	0	0	0	1	1	1	1	0
1	66696	0	0	0	0	1	1	1	1	0
1	67476	0	0	0	0	1	1	1	1	0
1	67715	0	0	0	0	1	1	1	1	0
1	67729	0	0	0	0	1	1	1	1	0
1	67801	0	0	0	0	1	1	1	1	0
1	68551	0	0	0	0	1	1	1	1	0
1	68621	0	0	0	0	1	1	1	1	0
1	68725	0	0	0	0	1	1	1	1	0
1	68739	0	0	0	0	1	1	1	1	0
1	68869	0	0	0	0	1	1	1	1	0
1	68959	0	0	0	0	1	1	1	1	0
1	69112	0	0	0	0	1	1	1	1	0
1	69280	0	0	0	0	1	1	1	1	0
1	69403	0	0	0	0	1	1	1	1	0
1	69677	0	0	0	0	1	1	1	1	0
1	69734	0	0	0	0	1	1	1	1	0
1	69998	0	0	0	0	1	1	1	1	0
1	70024	0	0	0	0	1	1	1	1	0
1	70045	0	0	0	0	1	1	1	1	0
1	70071	0	0	0	0	1	1	1	1	0
1	70193	0	0	0	0	1	1	1	1	0
1	70228	0	0	0	0	1	1	1	1	0
1	70345	0	0	0	0	1	1	1	1	0
1	70461	0	0	0	0	1	1	1	1	0
1	70497	0	0	0	0	1	1	1	1	0
1	70524	0	0	0	0	1	1	1	1	0
1	70621	0	0	0	0	1	1	1	1	0
1	71281	0	0	0	0	1	1	1	1	0
1	71312	0	0	0	0	1	1	1	1	0
1	71673	0	0	0	0	1	1	1	1	0
1	72952	0	0	0	0	1	1	1	1	0
1	73633	0	0	0	0	1	1	1	1	0
1	73641	0	0	0	0	1	1	1	1	0
1	73682	0	0	0	0	1	1	1	1	0
1	73720	0	0	0	0	1	1	1	1	0
1	73733	0	0	0	0	1	1	1	1	0
1	73855	0	0	0	0	1	1	1	1	0
1	73970	0	0	0	0	1	1	1	1	0
1	74190	0	0	0	0	1	1	1	1	0
1	74538	0	0	0	0	1	1	1	1	0
1	74645	0	0	0	0	1	1	1	1	0
1	74786	0	0	0	0	1	1	1	1	0
1	74938	0	0	0	0	1	1	1	1	0
1	75211	0	0	0	0	1	1	1	1	0
1	75277	0	0	0	0	1	1	1	1	0
1	75307	0	0	0	0	1	1	1	1	0
1	75520	0	0	0	0	1	1	1	1	0
1	76205	0	0	0	0	1	1	1	1	0
1	76315	0	0	0	0	1	1	1	1	0
1	76417	0	0	0	0	1	1	1	1	0
1	76496	0	0	0	0	1	1	1	1	0
1	76497	0	0	0	0	1	1	1	1	0
1	77115	0	0	0	0	1	1	1	1	0
1	77152	0	0	0	0	1	1	1	1	0
1	77433	0	0	0	0	1	1	1	1	0
1	77494	0	0	0	0	1	1	1	1	0
1	77528	0	0	0	0	1	1	1	1	0
1	77531	0	0	0	0	1	1	1	1	0
1	77554	0	0	0	0	1	1	1	1	0
1	77737	0	0	0	0	1	1	1	1	0
1	78187	0	0	0	0	1	1	1	1	0
1	78346	0	0	0	0	1	1	1	1	0
1	78392	0	0	0	0	1	1	1	1	0
1	78461	0	0	0	0	1	1	1	1	0
1	78560	0	0	0	0	1	1	1	1	0
1	78700	0	0	0	0	1	1	1	1	0
1	78802	0	0	0	0	1	1	1	1	0
1	78910	0	0	0	0	1	1	1	1	0
1	78929	0	0	0	0	1	1	1	1	0
1	78970	0	0	0	0	1	1	1	1	0
1	78973	0	0	0	0	1	1	1	1	0
1	79012	0	0	0	0	1	1	1	1	0
1	79085	0	0	0	0	1	1	1	1	0
1	79449	0	0	0	0	1	1	1	1	0
1	79567	0	0	0	0	1	1	1	1	0
1	79586	0	0	0	0	1	1	1	1	0
1	79659	0	0	0	0	1	1	1	1	0
1	79680	0	0	0	0	1	1	1	1	0
1	79846	0	0	0	0	1	1	1	1	0
1	79924	0	0	0	0	1	1	1	1	0
1	80050	0	0	0	0	1	1	1	1	0
1	80077	0	0	0	0	1	1	1	1	0
1	80554	0	0	0	0	1	1	1	1	0
1	80715	0	0	0	0	1	1	1	1	0
1	80748	0	0	0	0	1	1	1	1	0
1	80946	0	0	0	0	1	1	1	1	0
1	81253	0	0	0	0	1	1	1	1	0
1	81306	0	0	0	0	1	1	1	1	0
1	81604	0	0	0	0	1	1	1	1	0
1	81691	0	0	0	0	1	1	1	1	0
1	81731	0	0	0	0	1	1	1	1	0
1	81841	0	0	0	0	1	1	1	1	0
1	82076	0	0	0	0	1	1	1	1	0
1	82099	0	0	0	0	1	1	1	1	0
1	82230	0	0	0	0	1	1	1	1	0
1	82244	0	0	0	0	1	1	1	1	0
1	82290	0	0	0	0	1	1	1	1	0
1	82323	0	0	0	0	1	1	1	1	0
1	82379	0	0	0	0	1	1	1	1	0
1	83613	0	0	0	0	1	1	1	1	0
1	84046	0	0	0	0	1	1	1	1	0
1	84858	0	0	0	0	1	1	1	1	0
1	85480	0	0	0	0	1	1	1	1	0
1	85751	0	0	0	0	1	1	1	1	0
1	87490	0	0	0	0	1	1	1	1	0
1	87548	0	0	0	0	1	1	1	1	0
1	87602	0	0	0	0	1	1	1	1	0
1	87608	0	0	0	0	1	1	1	1	0
1	87780	0	0	0	0	1	1	1	1	0
1	87859	0	0	0	0	1	1	1	1	0
1	87911	0	0	0	0	1	1	1	1	0
1	88008	0	0	0	0	1	1	1	1	0
1	90330	0	0	0	0	1	1	1	1	0
1	90387	0	0	0	0	1	1	1	1	0
1	90516	0	0	0	0	1	1	1	1	0
1	90665	0	0	0	0	1	1	1	1	0
1	90924	0	0	0	0	1	1	1	1	0
1	91044	0	0	0	0	1	1	1	1	0
1	91629	0	0	0	0	1	1	1	1	0
1	92384	0	0	0	0	1	1	1	1	0
1	92566	0	0	0	0	1	1	1	1	0
1	92743	0	0	0	0	1	1	1	1	0
1	92891	0	0	0	0	1	1	1	1	0
1	93563	0	0	0	0	1	1	1	1	0
1	94472	0	0	0	0	1	1	1	1	0
1	94569	0	0	0	0	1	1	1	1	0
1	94682	0	0	0	0	1	1	1	1	0
1	94767	0	0	0	0	1	1	1	1	0
1	94863	0	0	0	0	1	1	1	1	0
1	94915	0	0	0	0	1	1	1	1	0
1	95018	0	0	0	0	1	1	1	1	0
1	95043	0	0	0	0	1	1	1	1	0
1	95055	0	0	0	0	1	1	1	1	0
1	95073	0	0	0	0	1	1	1	1	0
1	95116	0	0	0	0	1	1	1	1	0
1	95139	0	0	0	0	1	1	1	1	0
1	95169	0	0	0	0	1	1	1	1	0
1	95190	0	0	0	0	1	1	1	1	0
1	95238	0	0	0	0	1	1	1	1	0
1	95327	0	0	0	0	1	1	1	1	0
1	95373	0	0	0	0	1	1	1	1	0
1	95376	0	0	0	0	1	1	1	1	0
1	95388	0	0	0	0	1	1	1	1	0
1	95391	0	0	0	0	1	1	1	1	0
1	95412	0	0	0	0	1	1	1	1	0
1	95448	0	0	0	0	1	1	1	1	0
1	95552	0	0	0	0	1	1	1	1	0
1	95748	0	0	0	0	1	1	1	1	0
1	96047	0	0	0	0	1	1	1	1	0
1	96079	0	0	0	0	1	1	1	1	0
1	96092	0	0	0	0	1	1	1	1	0
1	98347	0	0	0	0	1	1	1	1	0
1	98419	0	0	0	0	1	1	1	1	0
1	98636	0	0	0	0	1	1	1	1	0
1	98885	0	0	0	0	1	1	1	1	0
1	99107	0	0	0	0	1	1	1	1	0
1	99244	0	0	0	0	1	1	1	1	0
1	99374	0	0	0	0	1	1	1	1	0
1	99440	0	0	0	0	1	1	1	1	0
1	99471	0	0	0	0	1	1	1	1	0
1	99521	0	0	0	0	1	1	1	1	0
1	99545	0	0	0	0	1	1	1	1	0
1	99610	0	0	0	0	1	1	1	1	0
1	99929	0	0	0	0	1	1	1	1	0
1	100273	0	0	0	0	1	1	1	1	0
1	100840	0	0	0	0	1	1	1	1	0
1	101193	0	0	0	0	1	1	1	1	0
1	101198	0	0	0	0	1	1	1	1	0
1	101547	0	0	0	0	1	1	1	1	0
1	101607	0	0	0	0	1	1	1	1	0
1	101712	0	0	0	0	1	1	1	1	0
1	102486	0	0	0	0	1	1	1	1	0
1	102699	0	0	0	0	1	1	1	1	0
1	102819	0	0	0	0	1	1	1	1	0
1	102864	0	0	0	0	1	1	1	1	0
1	103068	0	0	0	0	1	1	1	1	0
1	103110	0	0	0	0	1	1	1	1	0
1	103141	0	0	0	0	1	1	1	1	0
1	103146	0	0	0	0	1	1	1	1	0
1	103170	0	0	0	0	1	1	1	1	0
1	103307	0	0	0	0	1	1	1	1	0
1	103577	0	0	0	0	1	1	1	1	0
1	103866	0	0	0	0	1	1	1	1	0
1	104068	0	0	0	0	1	1	1	1	0
1	107245	0	0	0	0	1	1	1	1	0
1	107538	0	0	0	0	1	1	1	1	0
1	107970	0	0	0	0	1	1	1	1	0
1	108457	0	0	0	0	1	1	1	1	0
1	108718	0	0	0	0	1	1	1	1	0
1	108763	0	0	0	0	1	1	1	1	0
1	108814	0	0	0	0	1	1	1	1	0
1	108928	0	0	0	0	1	1	1	1	0
1	109735	0	0	0	0	1	1	1	1	0
1	110713	0	0	0	0	1	1	1	1	0
1	110856	0	0	0	0	1	1	1	1	0
1	111180	0	0	0	0	1	1	1	1	0
1	112136	0	0	0	0	1	1	1	1	0
